SMILES,logPapp,n_measurements,label_mean,label_median,label_std,label_min,label_max,label_range
CN1[C@@H]2CC[C@H]1CC(OC(=O)C(CO)c1ccccc1)C2,-4.6999998,1,-4.6999998,-4.6999998,,-4.6999998,-4.6999998,0.0
CN1c2ccccc2C(=O)N2CCc3c([nH]c4ccccc34)C21,-4.632256,1,-4.632256,-4.632256,,-4.632256,-4.632256,0.0
CNC(=N)c1cccc(CC(CC(=O)N2CCC(C(=O)O)CC2)NS(=O)(=O)c2ccc3ccccc3c2)c1,-7.1487603,1,-7.1487603,-7.1487603,,-7.1487603,-7.1487603,0.0
CNC(=N)c1cccc(CC(CC(=O)N2CCC(C)CC2)NS(=O)(=O)c2ccc3ccccc3c2)c1,-6.8503904,1,-6.8503904,-6.8503904,,-6.8503904,-6.8503904,0.0
CNC(=O)/C=C(/c1ccc2nc(N)n(C(C)C)c2c1)c1cccc(F)c1F,-5.2199998,2,-5.2199998,-5.2199998,0.0,-5.2199998,-5.2199998,0.0
CNC(=O)/C=C(/c1ccc2nc(N)n(C3CCCC3)c2c1)c1ccccc1F,-5.1500001,1,-5.1500001,-5.1500001,,-5.1500001,-5.1500001,0.0
CNC(=O)/C=C(/c1ccc2nc(N)n(S(=O)(=O)C(C)C)c2c1)c1cc(F)ccc1F,-4.2600002,2,-4.2600002,-4.2600002,0.0,-4.2600002,-4.2600002,0.0
CNC(=O)/C=C(/c1ccc2nc(N)n(S(=O)(=O)C(C)C)c2c1)c1ccc(F)c(F)c1F,-4.1399999,2,-4.1399999,-4.1399999,0.0,-4.1399999,-4.1399999,0.0
CNC(=O)/C=C(/c1ccc2nc(N)n(S(=O)(=O)C(C)C)c2c1)c1cccc(F)c1F,-4.21,2,-4.21,-4.21,0.0,-4.21,-4.21,0.0
CNC(=O)/C=C(/c1ccc2nc(N)n(S(=O)(=O)C(C)C)c2c1)c1ccccc1-c1cccc2ccccc12,-4.0300002,1,-4.0300002,-4.0300002,,-4.0300002,-4.0300002,0.0
CNC(=O)/C=C(\c1cccc(F)c1)c1ccc2nc(N)n(S(=O)(=O)NC(=O)N(C)C)c2c1,-4.0599999,2,-4.0599999,-4.0599999,0.0,-4.0599999,-4.0599999,0.0
CNC(=O)/C=C(\c1cccc(F)c1)c1ccc2nc(N)n(S(=O)(=O)NC(=O)N3CCCC3)c2c1,-4.0999999,1,-4.0999999,-4.0999999,,-4.0999999,-4.0999999,0.0
CNC(=O)/C=C(\c1cccc(F)c1)c1ccc2nc(N)n(S(=O)(=O)NC(=O)N3CCOCC3)c2c1,-4.3899999,1,-4.3899999,-4.3899999,,-4.3899999,-4.3899999,0.0
CNC(=O)/C=C(\c1ccccc1)c1ccc2nc(N)n(S(=O)(=O)C(C)C)c2c1,-4.1999998,2,-4.1999998,-4.1999998,0.0,-4.1999998,-4.1999998,0.0
CNC(=O)C(c1ccc2nc(N)n(C(C)C)c2c1)c1cccc(F)c1F,-5.0,1,-5.0,-5.0,,-5.0,-5.0,0.0
CNC(=O)C(c1ccc2nc(N)n(C3CCCC3)c2c1)c1ccccc1F,-4.9074507,1,-4.9074507,-4.9074507,,-4.9074507,-4.9074507,0.0
CNC(=O)[C@@H](Cc1ccccc1)NC(=O)[C@@H](C)NC(C)=O,-5.7484403,1,-5.7484403,-5.7484403,,-5.7484403,-5.7484403,0.0
CNC(=O)[C@@H](Cc1ccccc1)NC(=O)[C@@H](CC(C)C)NC(C)=O,-5.2142239,1,-5.2142239,-5.2142239,,-5.2142239,-5.2142239,0.0
CNC(=O)[C@@H](Cc1ccccc1)NC(=O)[C@@H](CC1CCCCC1)NC(C)=O,-5.1413336,1,-5.1413336,-5.1413336,,-5.1413336,-5.1413336,0.0
CNC(=O)[C@@H](Cc1ccccc1)NC(=O)[C@@H](Cc1ccccc1)NC(=O)[C@@H](Cc1ccccc1)NC(C)=O,-5.3800001,1,-5.3800001,-5.3800001,,-5.3800001,-5.3800001,0.0
CNC(=O)[C@@H](Cc1ccccc1)NC(=O)[C@@H](Cc1ccccc1)NC(C)=O,-5.0499268,1,-5.0499268,-5.0499268,,-5.0499268,-5.0499268,0.0
CNC(=O)[C@@H](Cc1ccccc1)NC(=O)[C@H](NC(C)=O)C(C)C,-5.3900242,1,-5.3900242,-5.3900242,,-5.3900242,-5.3900242,0.0
CNC(=O)[C@@H](NC(=O)[C@H](OCc1ccccc1)[C@H](O)[C@@H](O)[C@@H](OCc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O)C(C)C,-5.8499999,1,-5.8499999,-5.8499999,,-5.8499999,-5.8499999,0.0
CNC(=O)[C@@H]1Cc2cn(cn2)CC(=O)N2CCC[C@H]2C(=O)N[C@@H](C)C(=O)N1C,-5.8998151,1,-5.8998151,-5.8998151,,-5.8998151,-5.8998151,0.0
CNC(=O)[C@H](Cc1ccccc1)N(C)C(=O)[C@@H](Cc1ccccc1)N(C)C(=O)[C@H](Cc1ccccc1)N(C)C(C)=O,-4.4948897,1,-4.4948897,-4.4948897,,-4.4948897,-4.4948897,0.0
CNC(=O)[C@H](NC(=O)[C@](O)(Cc1ccccc1)CN(Cc1ccc(-c2ccccn2)cc1)NC(=O)[C@H](CC(=O)OC)C(C)(C)C)C(C)(C)C,-5.4699998,1,-5.4699998,-5.4699998,,-5.4699998,-5.4699998,0.0
CNC(=O)[C@H](NC(=O)[C@](O)(Cc1ccccc1)CN(Cc1ccc(Br)cc1)NC(=O)[C@H](CC(=O)OC)C(C)(C)C)C(C)(C)C,-5.5999999,1,-5.5999999,-5.5999999,,-5.5999999,-5.5999999,0.0
CNC(C)C(O)c1ccccc1,-4.9799998,2,-4.9799998,-4.9799998,0.014142135623730649,-4.9899998,-4.9699998,0.019999999999999574
CNC1(c2ccccc2Cl)CCCCC1=O,-4.2600002,1,-4.2600002,-4.2600002,,-4.2600002,-4.2600002,0.0
CNCC(=O)N[C@H](c1cccc(F)c1N1CCN(C(=O)[C@H](C)Cc2ccc(Cl)cc2Cl)CC1)C(C)C,-5.6999998,1,-5.6999998,-5.6999998,,-5.6999998,-5.6999998,0.0
CNCC(O)c1ccc(O)c(O)c1,-6.0188646,1,-6.0188646,-6.0188646,,-6.0188646,-6.0188646,0.0
CNCCC(=O)N[C@H](c1cc(C)ccc1N1CCN(C(=O)[C@H](C)Cc2ccc(Cl)cc2)CC1)C(C)C,-4.9204097,1,-4.9204097,-4.9204097,,-4.9204097,-4.9204097,0.0
CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1,-4.9299622,1,-4.9299622,-4.9299622,,-4.9299622,-4.9299622,0.0
CNCCC(Oc1ccc(C)cc1)c1ccccc1,-4.5500002,1,-4.5500002,-4.5500002,,-4.5500002,-4.5500002,0.0
CNCCCN1c2ccccc2CCc2ccccc21,-4.614265,2,-4.614265,-4.614265,0.07882133432022058,-4.6700001,-4.5585299,0.1114702000000003
CNCCN[C@H](c1cc(C)ccc1N1CCN(C(=O)[C@H](C)Cc2ccc(Cl)cc2F)CC1)C(C)C,-5.52,1,-5.52,-5.52,,-5.52,-5.52,0.0
CNC[C@H](O)c1ccc(O)c(O)c1,-6.125,1,-6.125,-6.125,,-6.125,-6.125,0.0
CNCc1cnc(C)cc1Oc1ccccc1Oc1ccccc1,-4.8399267,1,-4.8399267,-4.8399267,,-4.8399267,-4.8399267,0.0
CNCc1nnc(-c2ccc(N3C[C@H](CNC(C)=S)OC3=O)cc2F)s1,-4.7697759,1,-4.7697759,-4.7697759,,-4.7697759,-4.7697759,0.0
CNS(=O)(=O)Cc1ccc2[nH]cc(CCN(C)C)c2c1,-5.6828976,1,-5.6828976,-5.6828976,,-5.6828976,-5.6828976,0.0
CNS(=O)(=O)c1ccc(Cl)cc1,-4.186419,1,-4.186419,-4.186419,,-4.186419,-4.186419,0.0
CN[C@@H](C)[C@@H](O)c1ccccc1,-4.9913998,1,-4.9913998,-4.9913998,,-4.9913998,-4.9913998,0.0
CN[C@@H](CCSC)C(=O)NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)[C@@H](C)NC(=O)[C@@H](N)Cc1ccc(O)cc1,-7.3099999,1,-7.3099999,-7.3099999,,-7.3099999,-7.3099999,0.0
CO,-4.4899998,1,-4.4899998,-4.4899998,,-4.4899998,-4.4899998,0.0
CO/N=C(/C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3nc(=O)c(=O)[nH]n3C)CS[C@H]12)c1csc(N)n1,-6.604713,1,-6.604713,-6.604713,,-6.604713,-6.604713,0.0
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3nc(=O)c(=O)[nH]n3C)CS[C@H]12)c1csc(N)n1,-6.7649999,1,-6.7649999,-6.7649999,,-6.7649999,-6.7649999,0.0
COC(=O)/C=C/CNC(=O)CN1C(=O)[C@@H](COC(=O)Nc2ccc(Cl)cc2C(F)(F)F)N=C(c2ccccc2)c2ccccc21,-5.4200001,1,-5.4200001,-5.4200001,,-5.4200001,-5.4200001,0.0
COC(=O)C(C)NP(=O)(OC[C@@H]1C=C[C@H](n2cc(C)c(=O)[nH]c2=O)O1)Oc1ccc(Br)cc1,-5.6954093,1,-5.6954093,-5.6954093,,-5.6954093,-5.6954093,0.0
COC(=O)C(C)NP(=O)(OC[C@@H]1C=C[C@H](n2cc(C)c(=O)[nH]c2=O)O1)Oc1ccc(C)cc1,-5.8474512,1,-5.8474512,-5.8474512,,-5.8474512,-5.8474512,0.0
COC(=O)C(C)NP(=O)(OC[C@@H]1C=C[C@H](n2cc(C)c(=O)[nH]c2=O)O1)Oc1ccc(Cl)cc1,-5.7328787,1,-5.7328787,-5.7328787,,-5.7328787,-5.7328787,0.0
COC(=O)C(C)NP(=O)(OC[C@@H]1C=C[C@H](n2cc(C)c(=O)[nH]c2=O)O1)Oc1ccc(I)cc1,-5.1300001,1,-5.1300001,-5.1300001,,-5.1300001,-5.1300001,0.0
COC(=O)C(C)NP(=O)(OC[C@@H]1C=C[C@H](n2cc(C)c(=O)[nH]c2=O)O1)Oc1ccc(OC)cc1,-5.9819288,1,-5.9819288,-5.9819288,,-5.9819288,-5.9819288,0.0
COC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc2nonc12,-4.0522659,2,-4.0522659,-4.0522659,0.003204183668268303,-4.0545316,-4.0500002,0.004531399999999408
COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1N(O)O,-4.3319983,1,-4.3319983,-4.3319983,,-4.3319983,-4.3319983,0.0
COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)C)C1c1ccccc1N(O)O,-4.6999998,1,-4.6999998,-4.6999998,,-4.6999998,-4.6999998,0.0
COC(=O)C1=C(C)NC(C)=C(C(=O)OCCN(C)Cc2ccccc2)C1c1cccc(N(O)O)c1,-4.9305754,1,-4.9305754,-4.9305754,,-4.9305754,-4.9305754,0.0
COC(=O)C1=CO[C@@H](C)[C@H]2CN3CCc4c([nH]c5ccccc45)[C@@H]3C[C@@H]12,-4.8187928,1,-4.8187928,-4.8187928,,-4.8187928,-4.8187928,0.0
COC(=O)C1C(O)CCC2CN3CCc4c([nH]c5ccccc45)C3CC21,-4.8099999,1,-4.8099999,-4.8099999,,-4.8099999,-4.8099999,0.0
COC(=O)C1CCCCN1C(=O)CC(Cc1cccc(C(=N)N)c1)NS(=O)(=O)c1ccc2ccccc2c1,-7.1178856,1,-7.1178856,-7.1178856,,-7.1178856,-7.1178856,0.0
COC(=O)C1CCN(C(=O)CC(Cc2cccc(C(=N)N)c2)NS(=O)(=O)c2ccc3ccccc3c2)CC1,-7.0912943,1,-7.0912943,-7.0912943,,-7.0912943,-7.0912943,0.0
COC(=O)C[C@@H](C(=O)NN(Cc1ccc(/C=C\c2ccccc2)cc1)C[C@@](O)(Cc1ccccc1)C(=O)NC1c2ccccc2C[C@H]1O)C(C)(C)C,-5.0799999,1,-5.0799999,-5.0799999,,-5.0799999,-5.0799999,0.0
COC(=O)C[C@@H](C(=O)NN(Cc1ccc(Br)cc1)C[C@@](O)(Cc1ccccc1)C(=O)NC1CCOC1)C(C)(C)C,-4.9699998,1,-4.9699998,-4.9699998,,-4.9699998,-4.9699998,0.0
COC(=O)Nc1nc2ccc(C(=O)c3ccccc3)cc2[nH]1,-4.5100002,1,-4.5100002,-4.5100002,,-4.5100002,-4.5100002,0.0
COC(=O)Nc1nc2ccccc2[nH]1,-4.1011863,1,-4.1011863,-4.1011863,,-4.1011863,-4.1011863,0.0
COC(=O)[C@@H]1[C@@H]2C[C@@H]3c4[nH]c5ccccc5c4CCN3C[C@H]2CC[C@H]1O,-4.7298937,1,-4.7298937,-4.7298937,,-4.7298937,-4.7298937,0.0
COC(=O)[C@H](N)CCCCNC(=S)Nc1ccc2c(c1)C(=O)OC21c2ccc(O)cc2Oc2cc(O)ccc21,-5.8313413,1,-5.8313413,-5.8313413,,-5.8313413,-5.8313413,0.0
COC(=O)[C@H]1[C@@H]2C[C@@H]3c4[nH]c5ccccc5c4CCN3C[C@H]2CC[C@H]1O,-4.8124795,1,-4.8124795,-4.8124795,,-4.8124795,-4.8124795,0.0
COC(=O)[C@H]1[C@H]2C[C@@H]3c4[nH]c5cc(OC)ccc5c4CCN3C[C@H]2C[C@@H](OC(=O)c2cc(OC)c(OC)c(OC)c2)[C@@H]1OC,-5.3699999,1,-5.3699999,-5.3699999,,-5.3699999,-5.3699999,0.0
COC(=O)c1c(Cl)cc(Cl)cc1-c1ccc([C@@H](C)NC(=O)C2(NC(=O)C(F)(F)F)CC2)c(F)c1,-4.7447276,1,-4.7447276,-4.7447276,,-4.7447276,-4.7447276,0.0
COC(=O)c1c(Cl)cc(Cl)cc1-c1cnc([C@@H](C)NC(=O)C2(NC(=O)C(F)(F)F)CC2)c(F)c1,-4.5376019,1,-4.5376019,-4.5376019,,-4.5376019,-4.5376019,0.0
COC(=O)c1c(Cl)cccc1-c1ccc([C@@H](C)NC(=O)C2(NC(=O)C(F)(F)F)CC2)c(F)c1,-4.4685211,1,-4.4685211,-4.4685211,,-4.4685211,-4.4685211,0.0
COC(=O)c1c(Cl)cccc1-c1cnc([C@@H](C)NC(=O)C2(NC(=O)C(F)(F)F)CC2)c(F)c1,-4.6020598,1,-4.6020598,-4.6020598,,-4.6020598,-4.6020598,0.0
COC(=O)c1c(F)cc(Cl)cc1-c1ccc([C@@H](C)NC(=O)C2(NC(=O)C(F)(F)F)CC2)c(F)c1,-4.5686364,1,-4.5686364,-4.5686364,,-4.5686364,-4.5686364,0.0
COC(=O)c1cc(O)c(O)c(O)c1,-5.3899999,1,-5.3899999,-5.3899999,,-5.3899999,-5.3899999,0.0
COC(=O)c1cc(OC)c2c(c1-c1c(C(=O)OC)cc(OC)c3c1OCO3)OCO2,-4.1687455,1,-4.1687455,-4.1687455,,-4.1687455,-4.1687455,0.0
COC(=O)c1cc(OC)c2c(c1-c1c(CO)cc(OC)c3c1OCO3)OCO2,-4.7979398,1,-4.7979398,-4.7979398,,-4.7979398,-4.7979398,0.0
COC(=O)c1ccc(O)cc1,-4.46,1,-4.46,-4.46,,-4.46,-4.46,0.0
COC(=O)c1ccccc1-c1c2ccc(=N)cc-2oc2cc(N)ccc12,-5.9411516,1,-5.9411516,-5.9411516,,-5.9411516,-5.9411516,0.0
COC(C)(C)CC[C@@H](O)[C@](C)(O)[C@H]1CC[C@@]2(O)C3=CC(=O)[C@@H]4C[C@@H](O)[C@@H](O)C[C@@]4(C)C3CC[C@]12C,-4.7600002,1,-4.7600002,-4.7600002,,-4.7600002,-4.7600002,0.0
COC1=CC(=O)C[C@@H](C)[C@]12Oc1c(Cl)c(OC)cc(OC)c1C2=O,-4.3527815499999996,2,-4.3527815499999996,-4.3527815499999996,0.06677711380559144,-4.4000001,-4.305563,0.0944370999999995
COC1CC(OC2CCC3(C=O)C4CCC5(C)C(C6=CC(=O)OC6)CCC5(O)C4CCC3(O)C2)OC(C)C1O,-5.5799999,1,-5.5799999,-5.5799999,,-5.5799999,-5.5799999,0.0
COCC(=O)O[C@]1(CCN(C)CCCc2nc3ccccc3[nH]2)CCc2cc(F)ccc2[C@@H]1C(C)C,-4.9674999500000006,2,-4.9674999500000006,-4.9674999500000006,0.01767774024034194,-4.98,-4.9549999,0.025000100000000636
COCCCOc1ccc(-c2nccc(-c3cc4c([nH]3)C3(CCCNC3)CNC4=O)n2)cn1,-5.3800001,1,-5.3800001,-5.3800001,,-5.3800001,-5.3800001,0.0
COCCNC(=O)[C@H](NC(=O)[C@](O)(Cc1ccccc1)CN(Cc1ccc(Br)cc1)NC(=O)[C@H](CC(=O)OC)C(C)(C)C)C(C)C,-5.3200002,1,-5.3200002,-5.3200002,,-5.3200002,-5.3200002,0.0
COCCOCCOC(=O)[C@H](Cc1ccc(OC(=O)N(C)C)cc1)NC(=O)[C@H]1N(S(=O)(=O)c2cnn(C)c2)CSC1(C)C,-5.6900001,1,-5.6900001,-5.6900001,,-5.6900001,-5.6900001,0.0
COCCOCCOCC(=O)Nc1ccc(S(=O)(=O)Nc2nncs2)cc1,-6.2399998,1,-6.2399998,-6.2399998,,-6.2399998,-6.2399998,0.0
COCCOc1ccc(N2CCN(CCn3ncc4c3nc(N)n3nc(-c5ccco5)nc43)CC2)cc1,-5.3499999,1,-5.3499999,-5.3499999,,-5.3499999,-5.3499999,0.0
COCCc1ccc(OCC(O)CNC(C)C)cc1,-4.3493013,1,-4.3493013,-4.3493013,,-4.3493013,-4.3493013,0.0
COCCn1cc(C(C(=O)NS(=O)(=O)c2ccc(C)cc2OC)c2ccc3c(c2)OCO3)c2ccc(COC)cc21,-5.7979398,1,-5.7979398,-5.7979398,,-5.7979398,-5.7979398,0.0
COCCn1cc(C(C(=O)NS(=O)(=O)c2ccc(C)cc2OC)c2ccc3c(c2)OCO3)c2ccc(F)cc21,-5.720623,1,-5.720623,-5.720623,,-5.720623,-5.720623,0.0
COCN1C(=O)N(COC)C(=O)C(c2ccccc2)(c2ccccc2)C1=O,-4.4499998,1,-4.4499998,-4.4499998,,-4.4499998,-4.4499998,0.0
COCN1C(=O)NC(=O)C(c2ccccc2)(c2ccccc2)C1=O,-4.5,1,-4.5,-4.5,,-4.5,-4.5,0.0
COCc1c(C(C)C)nc(C(C)C)c(/C=C/[C@@H](O)C[C@@H](O)CC(=O)O)c1-c1ccc(F)cc1,-5.27,1,-5.27,-5.27,,-5.27,-5.27,0.0
COCc1ccc2c(C(C(=O)NS(=O)(=O)c3ccc(C)cc3OC)c3ccc4c(c3)OCO4)cn(C)c2c1,-5.3005152,1,-5.3005152,-5.3005152,,-5.3005152,-5.3005152,0.0
CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(COC(N)=O)CSC12)c1ccco1,-6.29,1,-6.29,-6.29,,-6.29,-6.29,0.0
CO[C@@H]1C=CO[C@@]2(C)Oc3c(C)c(O)c4c(c3C2=O)C(=O)/C(=C\NN2CCN(C)CC2)C(=C4O)NC(=O)C(C)=CC=C[C@@H](C)[C@H](O)[C@H](C)[C@H](O)[C@@H](C)[C@@H](OC(C)=O)[C@@H]1C,-5.399786,1,-5.399786,-5.399786,,-5.399786,-5.399786,0.0
CO[C@@H]1C[C@H]2C(=O)C=C3C(CC[C@]4(C)[C@@H]([C@@](C)(O)[C@@H](CCC(C)C)OC)CC[C@@]34O)[C@]2(C)C[C@@H]1O,-4.5380535,1,-4.5380535,-4.5380535,,-4.5380535,-4.5380535,0.0
CO[C@H](CCC(C)(C)O)[C@](C)(O)[C@H]1CC[C@@]2(O)C3=CC(=O)[C@@H]4C[C@@H](O)[C@@H](O)C[C@@]4(C)C3CC[C@]12C,-4.79,1,-4.79,-4.79,,-4.79,-4.79,0.0
CO[C@H](CCC(C)C)[C@](C)(O)[C@H]1CC[C@@]2(O)C3=CC(=O)[C@@H]4C[C@@H](O)[C@@H](O)C[C@@]4(C)C3CC[C@]12C,-4.5799999,1,-4.5799999,-4.5799999,,-4.5799999,-4.5799999,0.0
CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(c3C2=O)C2=NC3(CCN(CC(C)C)CC3)NC2=C(NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)C4=O,-5.02,2,-5.02,-5.02,0.0,-5.02,-5.02,0.0
CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC3[C@H]2C(=O)O[C@@H](CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)CC[C@H](C)/C=C/C=C/C=C/1C)[C@H]3C[C@@H]1CC[C@@H](OCCO)[C@H](OC)C1,-4.6300001,1,-4.6300001,-4.6300001,,-4.6300001,-4.6300001,0.0
CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](O)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C,-4.96,1,-4.96,-4.96,,-4.96,-4.96,0.0
CO[C@H]1C[C@H](O[C@H]2CC[C@]3(C=O)[C@H]4CC[C@]5(C)[C@@H](C6=CC(=O)OC6)CC[C@]5(O)[C@@H]4CC[C@]3(O)C2)O[C@H](C)[C@H]1O,-5.6999998,1,-5.6999998,-5.6999998,,-5.6999998,-5.6999998,0.0
CO[C@H]1C[C@]2(C)C3CC[C@]4(C)[C@@H]([C@@](C)(O)[C@H](O)CCC(C)C)CC[C@@]4(O)C3=CC(=O)[C@@H]2C[C@H]1O,-4.6999998,1,-4.6999998,-4.6999998,,-4.6999998,-4.6999998,0.0
COc1c(O)cc(O)c2c(=O)cc(-c3ccccc3)oc12,-4.63112805,2,-4.63112805,-4.63112805,0.0015951621876785596,-4.632256,-4.6300001,0.0022558999999997553
COc1c(O)cc2oc(-c3ccc(O)cc3)cc(=O)c2c1O,-5.1799998,2,-5.1799998,-5.1799998,0.0,-5.1799998,-5.1799998,0.0
COc1c2ccoc2c(OCC2OC2(C)C)c2oc(=O)ccc12,-4.3000002,1,-4.3000002,-4.3000002,,-4.3000002,-4.3000002,0.0
COc1cc(-c2cc(=O)c3c(O)cc(O)cc3o2)cc(O)c1O,-6.0,2,-6.0,-6.0,0.0,-6.0,-6.0,0.0
COc1cc(-c2cc(=O)c3c(O)cc(O)cc3o2)cc(O)c1OC,-4.9499998,1,-4.9499998,-4.9499998,,-4.9499998,-4.9499998,0.0
COc1cc(-c2cc(=O)c3c(O)cc(O)cc3o2)cc(OC)c1OC,-5.0999999,2,-5.0999999,-5.0999999,0.0,-5.0999999,-5.0999999,0.0
COc1cc(-c2oc3cc(O)cc(O)c3c(=O)c2OC2O[C@H](CO[C@H]3O[C@H](C)[C@@H](O)[C@H](O)[C@@H]3O)[C@@H](O)[C@H](O)[C@H]2O)ccc1O,-6.5388007,1,-6.5388007,-6.5388007,,-6.5388007,-6.5388007,0.0
COc1cc(-c2oc3cc(O)cc(O)c3c(=O)c2O[C@@H]2O[C@H](CO[C@@H]3O[C@@H](C)[C@H](O)[C@@H](O)[C@H]3O)[C@@H](O)[C@H](O)[C@H]2O)ccc1O,-6.54,1,-6.54,-6.54,,-6.54,-6.54,0.0
COc1cc(C(=O)N2CC[C@](CCN3CCC(C(=O)N4CCN(C)CC4)(c4cccnc4)CC3)(c3ccc(Cl)c(Cl)c3)C2)cc(OC)c1OC,-5.1382737,1,-5.1382737,-5.1382737,,-5.1382737,-5.1382737,0.0
COc1cc(C(=O)N2CC[C@](CCN3CCC(C(=O)N4CCOCC4)(c4ccccc4)CC3)(c3ccc(Cl)c(Cl)c3)C2)cc(OC)c1OC,-5.0814137,1,-5.0814137,-5.0814137,,-5.0814137,-5.0814137,0.0
COc1cc(C(=O)N2CC[C@](CCN3CCC(C(N)=O)(c4ccccc4)CC3)(c3ccc(Cl)c(Cl)c3)C2)cc(OC)c1OC,-5.4105153,1,-5.4105153,-5.4105153,,-5.4105153,-5.4105153,0.0
COc1cc(C(=O)NCc2ccc(OCCN(C)C)cc2)cc(OC)c1OC,-4.96,1,-4.96,-4.96,,-4.96,-4.96,0.0
COc1cc(C)ccc1S(=O)(=O)NC(=O)C(c1ccc2c(c1)OCO2)c1cn(C)c2cc(C#N)ccc12,-5.1011863,1,-5.1011863,-5.1011863,,-5.1011863,-5.1011863,0.0
COc1cc(C)ccc1S(=O)(=O)NC(=O)C(c1ccc2c(c1)OCO2)c1cn(C)c2cc(C(C)=O)ccc12,-5.8519359,1,-5.8519359,-5.8519359,,-5.8519359,-5.8519359,0.0
COc1cc(C)ccc1S(=O)(=O)NC(=O)C(c1ccc2c(c1)OCO2)c1cn(C)c2cc(F)ccc12,-4.6994848,1,-4.6994848,-4.6994848,,-4.6994848,-4.6994848,0.0
COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,-4.352620099999999,2,-4.352620099999999,-4.352620099999999,0.15185811090626666,-4.46,-4.2452402,0.2147598000000004
COc1cc(Cl)ccc1C[C@@H](C)C(=O)N1CCN(c2ccc(Cl)cc2[C@@H](NC(=O)C(C)N)C(C)C)CC1,-5.5214391,1,-5.5214391,-5.5214391,,-5.5214391,-5.5214391,0.0
COc1cc(N)c(Cl)cc1C(=O)NC1CCN(CCCOc2ccc(F)cc2)CC1OC,-4.52,1,-4.52,-4.52,,-4.52,-4.52,0.0
COc1cc(OC)c2c(=O)cc(-c3ccccc3)oc2c1,-4.6313224,1,-4.6313224,-4.6313224,,-4.6313224,-4.6313224,0.0
COc1cc([C@@H]2c3cc4c(cc3[C@@H](OC3OC5COC(c6cccs6)OC5C(O)C3O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1O,-6.0500002,1,-6.0500002,-6.0500002,,-6.0500002,-6.0500002,0.0
COc1cc([C@@H]2c3cc4c(cc3[C@@H](O[C@@H]3O[C@@H]5CO[C@@H](C)O[C@H]5[C@H](O)[C@H]3O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1O,-6.14999985,2,-6.14999985,-6.14999985,3.5355339001465574e-07,-6.1500001,-6.1499996,4.999999996257998e-07
COc1cc2c(c(OC)c1OC)-c1c(cc3c(c1OC)OCO3)C[C@H](C)[C@@](C)(O)C2,-4.5693183,1,-4.5693183,-4.5693183,,-4.5693183,-4.5693183,0.0
COc1cc2c(cc1OC)C1CC(O)C(CC(C)C)CN1CC2,-4.5986857,1,-4.5986857,-4.5986857,,-4.5986857,-4.5986857,0.0
COc1cc2c(cc1OC)[C@H]1C[C@H](O)[C@@H](CC(C)C)CN1CC2,-4.6799998,1,-4.6799998,-4.6799998,,-4.6799998,-4.6799998,0.0
COc1cc2c(cc1OC)[C@]13CCN4CC5=CCO[C@@H]6CC(=O)N2[C@@H]1[C@@H]6[C@@H]5C[C@@H]43,-4.7786422,1,-4.7786422,-4.7786422,,-4.7786422,-4.7786422,0.0
COc1cc2c(cc1OC)[C@]13CC[N+]4([O-])CC5=CCO[C@@H]6CC(=O)N2[C@@H]1[C@@H]6[C@@H]5C[C@H]34,-5.46,1,-5.46,-5.46,,-5.46,-5.46,0.0
COc1cc2nc(N(C)CCCNC(=O)C3CCCO3)nc(N)c2cc1OC,-5.6399999,1,-5.6399999,-5.6399999,,-5.6399999,-5.6399999,0.0
COc1cc2nc(N3CCN(C(=O)C4CCCO4)CC3)nc(N)c2cc1OC,-4.6100001,1,-4.6100001,-4.6100001,,-4.6100001,-4.6100001,0.0
COc1cc2nc(N3CCN(C(=O)c4ccco4)CC3)nc(N)c2cc1OC,-4.987,1,-4.987,-4.987,,-4.987,-4.987,0.0
