SMILES,logPapp
s1c2c(cc1C(=O)NC1(CCCC1)C(=O)N[C@H](Cc1ccccc1)C(=O)NC1CCN(CC1)CC1CCOCC1)cccc2,-5.0700002
s1c2c(cc1C(=O)NC1(CCCC1)C(=O)N[C@H](Cc1ccccc1)C(=O)NCCC1CCN(CC1)CC1CCOCC1)cccc2,-5.4094677
s1c2cc(N(CC)CC)ccc2cc1C(=O)NC1(CCCC1)C(=O)N[C@H](Cc1ccccc1)C(=O)NCC1CCN(CC1)CC1CCOCC1,-4.997839
OC(=O)c1ccncc1,-5.1900001
n1cc(N)ccc1,-4.5380535
O=C(N)c1ccncc1,-4.2782722
Clc1ccncc1,-4.220202
OCc1ccncc1,-4.0902224
n1ccc(cc1)-c1ccccc1,-4.0680037
n1ccc(N)cc1,-4.0202255
n1ccc(cc1)CC,-3.9723473
n1ccccc1,-3.9703081
n1ccc(cc1)C,-3.9612868
n1cc(ccc1)-c1ccccc1,-3.8880284
Clc1ccc(cc1)C(OC1CC2N([C@@H](C1)CC2)C)c1ccccc1,-4.9114642
Clc1cc(ccc1)C(OC1CC2N([C@@H](C1)CC2)C)c1ccc(Cl)cc1,-5.5975828
O1c2c(ccc(OC)c2)C(=O)C=C1c1ccccc1,-4.6479459
O1c2c(C(=O)C=C1c1ccccc1)c(OC)cc(OC)c2,-4.6313224
O1c2c(C(=O)C=C1c1ccc(OC)cc1)c(OC)cc(OC)c2,-4.5595455
O1c2c(ccc(O)c2)C(=O)C=C1c1ccc(O)cc1,-5.2123351
O1c2c(C(=O)C=C1c1ccccc1)c(O)cc(O)c2,-5.0105972
O1c2c(C(=O)C=C1c1ccc(O)cc1)c(O)cc(O)c2,-4.9821801
S(=O)(=O)(N(Cc1ccccc1)CCN(Cc1n(cnc1)C)c1ccc(cc1)C#N)c1ncn(c1)C,-5.9593034
S(=O)(=O)(N(CC1CCCCC1)CCN(Cc1n(cnc1)C)c1ccc(cc1)C#N)c1ncn(c1)C,-5.8219547
S1CC2NC(=O)NC2C1CCCCC(OC([C@@H](NC(=O)[C@@H](NC(=O)c1nc2c(cc1)cccc2)CC(=O)N)Cc1ccccc1)CN1CC2C(C[C@H]1C(=O)NC(C)(C)C)CCCC2)=O,-6.4094677
O=C1N(CC(=O)N(c2c1cc(NCc1ccc(cc1)C(N)=N)cc2)C)CCC(O)=O,-6.4579659
O(Cc1ccc(cc1)C(N)=N)c1cc2c(N(C)C(=O)CN(CCC(OCC)=O)C2=O)cc1,-6.3682656
O=C1N(CC(=O)N(c2c1cc(NCc1ccc(cc1)C(N)=N)cc2)C)CCC(OCC)=O,-6.8519359
O(C(OC(=O)NCC1(CCCCC1)CC(O)=O)C)C(=O)C(C)C,-4.5093193
O1CC2=C(C=C3N(c4c(nc5c(c4)cccc5)C3)C2=O)[C@](O)(CC)C1=O,-4.3318486
S(=O)(=O)(n1c2cc(ccc2nc1N)C(C(=O)N)c1cc(F)ccc1)NC(=O)N(C)C,-4.1700001
Fc1c(cccc1F)C(C(=O)N)c1cc2n(C(C)C)c(nc2cc1)N,-5.1874509
O=C(NCC(CC)C)\C=C\C=C/CCC#CC#CC,-4.1224694
O=C(NCC(CC)C)\C=C\CCCCC#CC#CC,-4.2295737
Clc1ccc(cc1)C[N+]12C(Cc3c(C1)c(OC)c(OC)cc3)c1c(CC2)cc2OCOc2c1.[Cl-],-6.2314224
Oc1cc2[nH]c3c(c2cc1)ccnc3C,-5.302259
P(Oc1ccc(cc1)C)(OC[C@H]1O[C@@H](N2C=C(C)C(=O)NC2=O)C=C1)(=O)NC(C(OC)=O)C,-5.8474512
Clc1ccc(OP(OC[C@H]2O[C@@H](N3C=C(C)C(=O)NC3=O)C=C2)(=O)NC(C(OC)=O)C)cc1,-5.7328787
Brc1ccc(OP(OC[C@H]2O[C@@H](N3C=C(C)C(=O)NC3=O)C=C2)(=O)NC(C(OC)=O)C)cc1,-5.6954093
Ic1ccc(OP(OC[C@H]2O[C@@H](N3C=C(C)C(=O)NC3=O)C=C2)(=O)NC(C(OC)=O)C)cc1,-5.1300001
O1[C@@H](CC)[C@@](O)(C)[C@H](O)[C@@H](C)\C(=N\OCOCCOC)\[C@@H](C[C@@](O)(C)[C@@H](O[C@@H]2O[C@@H](C[C@H](N(C)C)[C@H]2O)C)[C@@H](C)[C@@H](O[C@H]2O[C@H](C)[C@@H](O)[C@@](OC)(C2)C)[C@H](C)C1=O)C,-5.7397189
n1c2ncc(cc2n(C)c1N)-c1ccccc1,-4.8205118
S(=O)(=O)(NC(=O)C(c1cc2OCOc2cc1)c1c2c(n(c1)C)cc(cc2)C#N)c1ccc(cc1OC)C,-5.1011863
S(=O)(=O)(NC(=O)C(c1cc2OCOc2cc1)c1c2c(n(c1)C)cc(F)cc2)c1ccc(cc1OC)C,-4.6994848
S(=O)(=O)(NC(=O)C(c1cc2OCOc2cc1)c1c2c(n(c1)C)cc(cc2)C(=O)C)c1ccc(cc1OC)C,-5.8519359
S(=O)(=O)(NC(=O)C(c1cc2OCOc2cc1)c1c2c(n(c1)C)cc(cc2)COC)c1ccc(cc1OC)C,-5.3005152
S(=O)(=O)(NC(=O)C(c1cc2OCOc2cc1)c1c2c(n(c1)C)cc(cc2)CO)c1ccc(cc1)C,-5.7697759
S(=O)(=O)(NC(=O)C(c1cc2OCOc2cc1)c1c2c(n(c1)CCOC)cc(cc2)COC)c1ccc(cc1OC)C,-5.7979398
S(=O)(=O)(NC(=O)C(c1cc2OCOc2cc1)c1c2c(n(c1)CCOC)cc(F)cc2)c1ccc(cc1OC)C,-5.720623
O1CCN(CC1)CCCNC(=O)[C@H](NC(=O)C1(NC(=O)c2n(c3c(c2)cccc3)C)CCCC1)Cc1ccccc1,-4.9723473
s1c2c(cc1C(=O)NC1(CCCC1)C(=O)N[C@H](Cc1ccccc1)C(=O)NCCCN1CCC(O)CC1)cccc2,-5.8519359
s1c2c(cc1C(=O)NC1(CCCC1)C(=O)N[C@H](Cc1ccccc1)C(=O)NCCCC(=O)N1CCC(N3CCOCC3)CC1)cccc2,-5.7697759
s1c2c(cc1C(=O)NC1(CCCC1)C(=O)N[C@H](Cc1ccccc1)C(=O)NCCC(=O)N1CCN(CC1)C1CCOCC1)cccc2,-5.8880281
s1c2cc(ccc2cc1C(=O)NC1(CCCC1)C(=O)N[C@H](Cc1ccccc1)C(=O)NCC1CCN(CC1)CC1CCOCC1)C(F)(F)F,-5.1919103
s1c2cc(OC)ccc2cc1C(=O)NC1(CCCC1)C(=O)N[C@H](Cc1ccccc1)C(=O)NCC1CCN(CC1)CC1CCOCC1,-5.9593034
O=C1[C@@H]2C[C@@H](O)[C@@H](O)C[C@]2(C2C(=C1)[C@]1(O)CC[C@H]([C@@](O)([C@H](OCC)CCC(O)(C)C)C)[C@]1(CC2)C)C,-4.8600001
O=C1[C@@H]2C[C@@H](O)[C@@H](O)C[C@]2(C2C(=C1)[C@]1(O)CC[C@H]([C@@](O)([C@H](OCC=C)CCC(O)(C)C)C)[C@]1(CC2)C)C,-4.6900001
O=C1[C@@H]2C[C@@H](O)[C@@H](O)C[C@]2(C2C(=C1)[C@]1(O)CC[C@H]([C@@](O)([C@H](O)CCC(OC)(C)C)C)[C@]1(CC2)C)C,-4.7600002
O=C1[C@@H]2C[C@@H](O)[C@@H](O)C[C@]2(C2C(=C1)[C@]1(O)CC[C@H]([C@@](O)([C@H](OC)CCC(C)C)C)[C@]1(CC2)C)C,-4.5799999
O=C1[C@@H]2C[C@@H](O)[C@@H](O)C[C@]2(C2C(=C1)[C@]1(O)CC[C@H]([C@@](O)([C@H](O)CCC(O)(C)C)C)[C@]1(CC2)C)C,-4.79
O=C1C=C2C([C@@]3(C[C@H](O)[C@H](O)C[C@@]13O)C)[C@@H](O)C[C@]1(C)[C@H](CC[C@]12O)[C@@](O)([C@H](O)CCC(C)C)C,-4.9000001
O(C)c1cc(ccc1OC)\C=C\CCOC(=O)CCCCCCC\C=C/C\C=C/CCCCC,-4.8498521
O(C)c1cc(ccc1OC)\C=C\CCOC(=O)CCCCCCC\C=C/CCCCCCCC,-5.0101638
O(C)c1cc(ccc1OC)\C=C\CCO,-4.8428431
O=C1N2C(=Nc3c1cccc3)c1[nH]c3c(c1CC2)cccc3,-5.0582528
O=C1N2C(N(c3c1cccc3)C)c1[nH]c3c(c1CC2)cccc3,-4.632256
s1cc(nc1NC(=O)\C(\C(OC(C)C)=O)=C\1/SCS/1)C,-4.5100002
OCC[N+](C)(C)C,-4.9521427
O1[C@@H](C(=O)CC\C=C\C\C=C\C)[C@H]1C(=O)N,-5.4224062
O1[C@@H](CO)[C@H](O)[C@@H](O)[C@H](O)C1OC(=O)[C@]1([C@H]2CC[C@]34CC([C@H](C3)C(O[C@H]3O[C@@H](CO)[C@H](O)C(O[C@H]5O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]5O)[C@@H]3O[C@H]3O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]3O)CC4[C@@]2(CCC1)C)=C)C,-6.9593034
OC(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@H](N)Cc1ccccc1)C)CO,-6.2819986
O1c2c(OC1)c(OC)cc(C(OC)=O)c2-c1c2OCOc2c(OC)cc1C(OC)=O,-4.1687455
O(C(=O)Nc1[nH]c2c(n1)cccc2)C,-4.1011863
Clc1cc(ccc1Cl)C(=O)N[C@H](CCC(O)=O)C(=O)N(CCCCC)CCCOC,-5.140131
S=C(Nc1cc2c(cc1)C1(OC2=O)c2c(Oc3c1ccc(O)c3)cc(O)cc2)NCCCC[C@@H](N)C(OC)=O,-5.8313413
O1[C@H]2[C@H](C3C4N(CC3)CCCCC4[C@H]2CC)[C@H](C)C1=O,-4.9198675
O1c2c(C[C@@H](OC(=O)\C=C(\C)/C)C1(C)C)cc1C=CC(Oc1c2)=O,-4.9204097
Clc1ncc(cc1)CN1CCN=C1NN(O)O,-4.6677732
O(C)c1cc(ccc1OC)CC1N(CCc2c1cc(OC)c(OC)c2)C,-4.5497985
O1c2cc3C(N(CCc3cc2OC)C)Cc2cc(Oc3ccc(CC4N(CCc5c4c1c1OCOc1c5)C)cc3)c(OC)cc2,-4.1877432
O[C@@H]1CC[C@H]2[C@@H](C[C@H]3N(CCc4c5c([nH]c34)cccc5)C2)[C@H]1C(OC)=O,-4.7298937
OC(=O)CC(NC(=O)CNC(=O)CNC(=O)C(NC(=O)C(NC(=O)C)Cc1c2c([nH]c1)cccc2)C)C(=O)NC(C(=O)N)C,-7.4981046
O=C(N)C[C@H](NC(=O)CNC(=O)C)C(=O)N[C@H](C(=O)N)C,-6.5900002
O=C(N[C@@H](CCCCN)C(=O)N[C@H](C(=O)N)C)CNC(=O)C,-7.0100002
O=C1NC(C)C(=O)NCC(=O)NCC(=O)NC(CC(O)=O)C(=O)NC(C)C(=O)NC1Cc1c2c([nH]c1)cccc2,-7.0307584
O1[C@@H]2[C@@H]3[C@@H]4C(=CC1)CN1[C@H]([C@@]5([C@H]3N(c3c5cccc3)C(=O)C2)CC1)C4,-4.5086198
O1[C@H]2[C@H]3[C@H]4C(=CC1)CN1[C@@H]([C@]5([C@@H]3N(c3cc(OC)c(OC)cc35)C(=O)C2)CC1)C4,-4.7786422
O1[C@H]2[C@H]3[C@H]4C(=CC1)C[N+]1([O-])[C@@H]([C@]5([C@@H]3N(c3cc(OC)c(OC)cc35)C(=O)C2)CC1)C4,-5.46
O1[C@H]2[C@@H]3[C@@H]4C(=CC1)CN1C[C@H](O)C5([C@@H]3N(c3c5cccc3)C(=O)C2)C1C4,-4.600163
O=C1N\C(=C\c2[nH]c(Cc3[nH]c(\C=C/4\NC(=O)C(C)=C\4C=C)c(C)c3CCC(O)=O)c(CCC(O)=O)c2C)\C(C)=C1C=C,-6.1314831
S(O)(=O)(=O)CCNC(=O)CCc1c(C)c([nH]c1Cc1[nH]c(\C=C/2\NC(=O)C(C=C)=C\2C)c(C)c1CCC(=O)NCCS(O)(=O)=O)\C=C/1\NC(=O)C(C)=C\1C=C,-6.0594678
O=C1N\C(=C\C2=N\C(=C/c3[nH]c(\C=C/4\NC(=O)C(C)=C\4C=C)c(C)c3CCC(O)=O)\C(CCC(O)=O)=C2C)\C(C)=C1C=C,-5.6290045
Clc1cccc(Cl)c1C(=O)N[C@@H](Cc1ccc(cc1)C=1C(=O)N(N=CC=1OC)C)CO,-5.6010299
s1cc(nc1-c1nc2c(ccc(OC)c2)c(O[C@H]2C[C@@H]3[C@@H](C2)C(=O)N[C@]2([C@H](\C=C/CCCCN(C)C3=O)C2)C(=O)NS(=O)(=O)C2CC2)c1)C(C)C,-4.8880281
s1cc(nc1-c1nc2c(ccc(OC)c2C)c(O[C@H]2C[C@@H]3[C@@H](C2)C(=O)N[C@]2([C@H](\C=C/CCCCN(C)C3=O)C2)C(=O)NS(=O)(=O)C2CC2)c1)C(C)C,-5.0778604
Clc1c2nc(cc(O[C@H]3C[C@@H]4[C@@H](C3)C(=O)N[C@]3([C@H](\C=C/CCCCN(C)C4=O)C3)C(=O)NS(=O)(=O)C3CC3)c2ccc1OC)-c1scc(n1)C(C)C,-5.238286
S(=O)(=O)(NC(=O)[C@]12NC(=O)[C@H]3[C@@H](C[C@H](Oc4cc(nc5c4ccc(OC)c5C)-n4nc(cc4)C(C)C)C3)C(=O)N(CCCC\C=C/[C@@H]1C2)C)C1CC1,-4.8219547
S(=O)(=O)(NC(=O)[C@]12NC(=O)[C@H]3[C@@H](C[C@H](Oc4cc(nc5c4ccc(OC)c5C)-c4nc(ccc4)C(C)C)C3)C(=O)N(CCCC\C=C/[C@@H]1C2)C)C1CC1,-4.9204097
O1c2c(c(OC)c(OC)c(OC)c2OC)C(=O)C=C1c1ccc(OC)cc1,-4.5315666
O1c2c(C(=O)C=C1c1ccccc1)c(O)cc(O)c2OC,-4.632256
O1c2c(C(=O)C=C1c1ccc(OC)cc1)c(O)cc(O)c2,-4.8423324
O1c2c(C(=O)C=C1c1cc(O)c(O)cc1)c(O)cc(O)c2,-5.0500002
O1c2c(c(O)c(O)c(O)c2)C(=O)C=C1c1ccc(O)cc1,-5.2399998
O1[C@H](CO[C@@H]2OC[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@@H](O)C1Oc1cc(O)c2c(OC(=CC2=O)c2cc(O)c(OC)cc2)c1,-6.1599998
O1c2c(c(O)c([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(O)c2)C(=O)C=C1c1ccc(O)cc1,-6.2003298
O1c2c(C(=O)C=C1c1cc(O)c(O)cc1)c(O)cc(O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)c2,-6.3682656
O1c2c(c(O)c(O)c(O[C@@H]3O[C@H](C(O)=O)[C@@H](O)[C@H](O)[C@H]3O)c2)C(=O)C=C1c1ccccc1,-6.7697759
O1c2c(C(=O)C=C1c1cc(O)c(OC)cc1)c(O)cc(O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)c2,-6.9204097
O1c2c(C(=O)C(O)=C1c1ccccc1)c(O)cc(O)c2,-5.1111913
O1c2c(C(=O)C(O)=C1c1ccc(O)cc1)c(O)cc(O)c2,-4.9899998
O1c2c(C(=O)C(O)=C1c1cc(O)c(OC)cc1)c(O)cc(O)c2,-5.0013065
O1c2c(C(=O)C(O)=C1c1cc(O)c(O)c(O)c1)c(O)cc(O)c2,-5.77
O1c2c(C(=O)C(O)=C1c1ccc(O)cc1O)c(O)cc(O)c2,-6.2088041
O1c2c(C(=O)C(O[C@@H]3O[C@@H](C)[C@@H](O)[C@@H](O)[C@@H]3O)=C1c1cc(O)c(O)cc1)c(O)cc(O)c2,-6.0999999
O1c2c(C(=O)C(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)=C1c1cc(O)c(O)cc1)c(O)cc(O)c2,-6.27
O1[C@H](CO[C@H]2O[C@H](C)[C@@H](O)[C@H](O)[C@@H]2O)[C@@H](O)[C@H](O)[C@@H](O)C1OC1=C(Oc2c(C1=O)c(O)cc(O)c2)c1cc(OC)c(O)cc1,-6.5388007
O1c2c(C(=O)CC1c1cc(O)c(O)cc1)c(O)cc(O)c2,-5.2800002
O1C=C(C(=O)c2c1cc(O)cc2)c1ccc(OC)cc1,-4.5293546
O1C=C(C(=O)c2c1cc(O)cc2)c1ccc(O)cc1,-4.6788902
O1[C@H](CO)[C@@H](O)[C@H](O)[C@@H](O)C1c1c2OC=C(C(=O)c2ccc1O)c1ccc(O)cc1,-6.3989701
Oc1cc(O)ccc1C(=O)\C=C\c1ccc(O)cc1,-4.8378239
O1c2c(C[C@@H](O)[C@H]1c1cc(O)c(O)cc1)c(O)cc(O)c2,-6.4311924
Clc1ccc(cc1)C[C@H](C(=O)N1CCN(CC1)c1ccc(cc1[C@@H](N)C(C)C)C)C,-5.3000002
Clc1cc(F)c(cc1)C[C@H](C(=O)N1CCN(CC1)c1ccc(cc1[C@@H](NCCNC)C(C)C)C)C,-5.52
Clc1cc(Cl)ccc1C[C@H](C(=O)N1CCN(CC1)c1c(cccc1F)[C@@H](NC(=O)CNC)C(C)C)C,-5.6999998
Clc1ccc(cc1)C[C@H](C(=O)N1CCN(CC1)c1c(cccc1F)[C@@H](NC(=O)CCN(C)C)C(C)C)C,-5
Clc1ccc(cc1)C[C@H](C(=O)N1CCN(CC1)c1ccc(cc1[C@@H](NC(=O)CCN)C(C)C)C)C,-5.5214391
Clc1ccc(cc1)C[C@H](C(=O)N1CCN(CC1)c1ccc(cc1[C@@H](NC(=O)CCNC)C(C)C)C)C,-4.9204097
Clc1cc(F)c(cc1)C[C@H](C(=O)N1CCN(CC1)c1ccc(cc1[C@@H](NC(=O)CCN(C)C)C(C)C)C)C,-4.4308991
Clc1cc([C@@H](NC(=O)C(N)C)C(C)C)c(N2CCN(CC2)C(=O)[C@@H](Cc2ccc(Cl)cc2OC)C)cc1,-5.5214391
Clc1cc([C@@H](NC(=O)CCN(C)C)C(C)C)c(N2CCN(CC2)C(=O)[C@@H](Cc2ccc(Cl)cc2)C)cc1,-5.0478787
o1c(cnc1-c1cc(O)ccc1)-c1ccc(O)cc1,-5.1011863
Clc1ccc(NC(=O)c2n(ncc2)CCc2ccncc2)cc1,-5.1590075
O=C(Nc1ccc(cc1)CC)c1n(ncc1)CCc1ccncc1,-5.0116143
FC(F)(F)Oc1ccc(NC(=O)c2n(ncc2)CCc2ccncc2)cc1,-5.1515226
ClC(F)(F)Oc1ccc(NC(=O)c2n(ncc2)CCc2ccncc2)cc1,-5.3275695
O=C(Nc1ccc(cc1)C(C)(C)C)c1n(ncc1)CCc1ccncc1,-5.1295056
O=C(Nc1ccc(cc1)C(C)C)c1n(ncc1)CCc1ccncc1,-5.0886235
O1CCOC12C[C@H](C(=O)NO)[C@H](NC(=O)c1ccc(OCc3cc(nc4c3cccc4)C)cc1)C2,-5.7423639
O1CCC[C@]12C[C@H](C(=O)NO)[C@H](NC(=O)c1ccc(OCc3cc(nc4c3cccc4)C)cc1)C2,-5.6319547
s1nc(C(=O)Nc2cc(ccc2)C(F)(F)F)c(NCc2ccncc2)c1,-5.158072
s1nc(C(=O)Nc2cc(OC(F)(F)F)ccc2)c(NCc2ccncc2)c1,-5.1003633
s1nc(C(=O)Nc2cc(ccc2)C(C)(C)C)c(NCc2ccncc2)c1,-5.2516832
Brc1cc(NC(=O)c2nscc2NCc2ccncc2)ccc1,-5.2606096
s1nc(C(=O)Nc2cc(C(F)(F)F)c(cc2)C)c(NCc2ccncc2)c1,-5.2295737
s1nc(C(=O)Nc2cc(ccc2)C(F)(F)F)c(NCc2c3c(ncc2)cccc3)c1,-5.5700002
S1c2c(N(c3c1cccc3)CC1CCN(CC1)CCCNC=1N(C)C(=O)N(C)C(=O)C=1)cc(cc2)C(O)=O,-5.8989701
S1c2c(N(c3c1cccc3)CC1CCN(CC1)CCCN(C)C=1N(C)C(=O)N(C)C(=O)C=1)cc(cc2)C(O)=O,-5.7209244
S1c2c(N(c3c1cccc3)CCCN1CCCN(CC1)C=1N(C)C(=O)N(C)C(=O)C=1)cc(cc2)C(O)=O,-4.8289509
S1c2c(N(c3c1cccc3)CCCN1CCCN(CC1)C=1N(C)C(=O)N(C)C(=O)C=1)cccc2C(O)=O,-5.8005152
S1c2c(N(c3c1cccc3)CCN1CCN(CC1)C=1N(C)C(=O)N(C)C(=O)C=1)cc(cc2)C(O)=O,-5.3099999
S1c2c(N(c3c1cccc3)CCCCN1CCN(CC1)C=1N(C)C(=O)N(C)C(=O)C=1)cc(cc2)C(O)=O,-4.6900001
S1c2c(N(c3c1cccc3)CCCN1CCCN(CC1)C=1N(C)C(=O)N(C)C(=O)C=1)cc(cc2)CC(O)=O,-5.2600002
S1c2c(N(c3c1cccc3)CCCN1CCCN(CC1)C=1N(C)C(=O)N(C)C(=O)C=1)cc(cc2)CCC(O)=O,-5.1100001
S1c2c(N(c3c1cccc3)CCCN1CCCN(CC1)C=1N(C)C(=O)N(C)C(=O)C=1)cc(cc2)C(C(O)=O)(C)C,-5
S1c2c(N(c3c1cccc3)CCCN1CCCN(CC1)C=1N(C)C(=O)N(C)C(=O)C=1)cc(OCC(O)=O)cc2,-5.8005152
S1c2c(N(c3c1cccc3)CCCN1CCCN(CC1)C=1N(C)C(=O)N(C)C(=O)C=1)cc(cc2)\C=C\C(O)=O,-4.6493707
S1c2c(N(c3c1cccc3)CCCN1CCC(=CC1)C=1N(C)C(=O)N(C)C(=O)C=1)cc(cc2)CC(O)=O,-4.8289509
Oc1ccc(cc1C(C)(C)C)C[C@H](NC(=O)[C@@H](N(C(=O)[C@@H](N)Cc1ccccc1)C)C(C)C)C,-4.9186072
ClCCN1C(=O)[C@]2(OC1=O)[C@@H]1N(c3cc(OC)c(cc3[C@]13[C@H]1N(CC=C[C@]1(C2)CC)CC3)[C@@]1(c2[nH]c3c(c2CCN2C[C@@](O)(C[C@H](C1)C2)CC)cccc3)C(OC)=O)C,-4.8616409
O=C1[C@H]2[C@](CC[C@@H]3[C@@](C(O)=O)(C)[C@H](O)CC[C@@]23C)(C)[C@]2(C[C@@H]([C@@H]3[C@H](C2=C1)[C@@H](C)[C@@H](CC3)C)C)C,-5.8000002
n1c2c(CCCC2)c(NCCCCCCCNc2c3CCCCc3nc3c2cccc3)c2c1cccc2,-5.4412465
Oc1c2c(C(=O)C(C2)(C)C)c(C)c(CCO)c1C,-4.7597256
O1[C@H](CO)[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1OCCc1c(C)c(O)c2c(C(=O)C(C2)(C)C)c1C,-6.0107207
O1[C@H](CO)[C@@H](O)[C@H](O)[C@@H](O)C1OC1=C(Oc2c(C1=O)c(O)cc(O)c2)c1cc(O)c(OC2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1,-7.0478787
O(Cc1ccccc1)C(=O)CC[C@H](N)C(=O)NC(C(O)=O)C,-5.6912522
O(Cc1ccccc1)C[C@H](N)C(=O)NC(C(O)=O)C,-5.9906998
O[C@H]1C[C@H]2[C@H]([C@@H]3CC[C@H]([C@@H](CCC(=O)NCC(=O)[O-])C)[C@@]13C)[C@H](O)C[C@@H]1C[C@H](O)CC[C@@]12C,-5.7141905
S(=O)(=O)(N[C@@H](Cc1cc(F)c(cc1)[C@H]1S(=O)([O-])=NC(=O)C1)c1[nH]c2c(n1)cccc2)c1ccccc1,-6.5214391
O=C1N(C)[C@@H](CCCCN)C(=O)N[C@@H]([C@H](O)C)C(=O)N(C)[C@@H](Cc2ccccc2)C(=O)N2[C@@H](CCC2)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H]1Cc1c2c([nH]c1)cccc2,-6.5700002
OC1(CCCCC1CN(C)C)c1cc(O)ccc1,-4.7799463
O1c2c(C[C@@H](O)[C@H]1c1cc(O)c(O)c(O)c1)c(O)cc(O)c2,-6.8284068
O1C2=CC(=O)C=CC2=C(c2c1cc(O)cc2)c1ccccc1C(O)=O,-4.77
o1c(ccc1-c1ccc(cc1)/C(=N/OCC)/N)-c1ccc(cc1)/C(=N/OCC)/N,-5.2295737
S1(=O)(=O)N=C(Nc2c1cccc2)C=1C(=O)N(n2c(ccc2)C=1O)CCC(C)C,-4.9593034
O1C[C@@]12[C@@H]1O[C@H]3C=C(C)C(=O)[C@H](O)[C@@]3(CO)[C@@]2(C[C@@H]1O)C,-5.3005152
NCCCCN,-4.5179658
S(CC[C@H](NC(=O)[C@@H](NC(=O)CNC(=O)CNC(=O)[C@@H](N)Cc1ccc(O)cc1)Cc1ccccc1)C(O)=O)C,-7.3800001
S(CC[C@H](NC(=O)[C@@H](NC(=O)CNC(=O)[C@H](NC(=O)[C@@H](N)Cc1ccc(O)cc1)C)Cc1ccccc1)C(O)=O)C,-7.02
S(CC[C@H](NC)C(=O)NC(=O)[C@@H](NC(=O)CNC(=O)[C@H](NC(=O)[C@@H](N)Cc1ccc(O)cc1)C)Cc1ccccc1)C,-7.3099999
O1C(CN(c2ccc(cc2)C(=O)C)C1=O)CNC(=O)C,-4.5900002
O1C(CN(c2ccc(cc2)C(=O)C)C1=O)CO,-4.1799998
O1C(CN(c2ccc(cc2)C(=O)C)C1=O)CN,-4.8499999
O1C(CN(c2ccc(cc2)C(=O)C)C1=O)COCOCCC,-3.95
OC(NC(=O)C)CNc1ccc(cc1)C(=O)C,-5.2199998
S1(=O)N(C)C(CN1c1ccc(cc1)C(=O)C)CNC(=O)C,-5.1199999
O=C1NC(CN1c1ccc(cc1)C(O)C)CNC(=O)C,-5.6999998
S(=O)(=O)(N1CC(OC1=O)CNC(=O)C)c1ccc(cc1)C,-4.7199998
O1CC2N(c3cc(ccc3CC2)C(=O)C)C1=O,-4.0100002
O=C(NCC(=O)N[C@@H](CCCCN)C(=O)N[C@H](C(=O)N)C)CNC(=O)[C@@H](NC(=O)[C@@H](NC(=O)C)Cc1c2c([nH]c1)cccc2)C,-7.3099999
O1[C@H](CO)[C@@H](O)[C@H](O)[C@@H]1N1C=CC(O)=NC1=O,-6.0999999
O1[C@H](COC(=O)[C@@H](N)C(C)C)[C@@H](O)[C@H](O)[C@@H]1N1C=CC(O)=NC1=O,-5.23
O=Cc1n(Cc2ccc(cc2)-c2ccccc2-c2[nH]nnn2)c(nc1CC)CCC,-5.3800001
S(=O)(=O)(NC(=O)CCCC)c1ccccc1-c1cc(F)c(cc1)Cn1c(C(O)=O)c(nc1CCC)CC,-5.1999998
O(C)c1ccc(cc1)CC(NCC(O)c1cc(NC=O)c(O)cc1)C,-5.6300001
S(=O)(=O)(n1c2cc(ccc2nc1N)\C(=N\O)\c1ccccc1)C(C)C,-3.8699999
S(=O)(=O)(n1c2cc(ccc2nc1N)\C(=C\C(=O)N)\c1ccccc1)C(C)C,-4.3600001
S(=O)(=O)(n1c2cc(ccc2nc1N)/C(=C/C(=O)N)/c1ccc(F)cc1)C(C)C,-4.3299999
S(=O)(=O)(n1c2cc(ccc2nc1N)/C(=C/C(=O)N)/c1cc(F)ccc1)C(C)C,-4.1399999
S(=O)(=O)(n1c2cc(ccc2nc1N)/C(=C/C(=O)NC)/c1cc(F)ccc1F)C(C)C,-4.2600002
S(=O)(=O)(n1c2cc(ccc2nc1N)/C(=C/C(=O)NC)/c1cccc(F)c1F)C(C)C,-4.21
S(=O)(=O)(n1c2cc(ccc2nc1N)/C(=C/C(=O)NC)/c1cc(F)ccc1)CCC,-4.1900001
S(=O)(=O)(n1c2cc(ccc2nc1N)/C(=C/C(=O)N)/c1cccc(F)c1F)C(C)C,-4.23
S(=O)(=O)(n1c2cc(ccc2nc1N)/C(=C/C(=O)NC)/c1ccc(F)c(F)c1F)C(C)C,-4.1399999
